account_id,credit_score
0x001c6972e0256eb5ea77902ffebfb1d2de979db8,71.74
0x001c6a775116ee199c0a896fabc19709aa250118,71.74
0x001cd38e1f2bfed60bebdc31515139a73bb2fc18,71.74
0x001cd7ff8ff1a065a08feed5ee52d8c0a39d3988,71.74
0x001d251058ee6cbd1beaebe675917d3917138888,71.74
0x001d31846d08c23177011c6a523ed5b75823533e,52.78
0x001dd0d19ddedc93f500c21eccd0a237537b25c8,71.74
0x001dfbfabf78ccc787d0bef3eb026766af1baad8,71.74
0x001dfc2606da7581282bce11616b75c5b7e18fe8,71.74
0x001e186d3023158bdb6a28352d1faf1ba2dbd938,71.74
0x001e1d82c6ab6ccc90bd50aebcefeb8e136d1188,71.74
0x001e26feb608bed932f72808abd1053d08d31ce8,71.74
0x001e577ec020fa51aef3edd1cc6f3a5e1d5ebdf8,71.74
0x001e652dc077936f1f523f7abf9cce2668c7c1d8,71.74
0x001e6f559836e7c0c3b9a7c7207815cca2af6368,71.74
0x001e7c7e13a999563720312f55798987e3361378,71.74
0x001e895e13a196959641a05ccda3349d661805c6,73.59
0x001ebda7b962e85128a0a1286885ce3582d08378,71.74
0x001ec20baa66becd9880d910fb9fdc5951cf3838,71.74
0x001eca2a68dc3a62d162c5f6293aff87512e5f38,71.74
0x001ecfe5f2d79617f33aecaf55a89dd3ebaf8968,71.74
0x001ed5910f8ef5be535a88ea918aa3b8d6933858,71.74
0x001efaf0363ac085b6bb5fc30f28ace692a209a8,71.74
0x001f30a73d70ce11a5b57a707a1ea2e58276fc2c,75.33
0x001f355fb13d23dfc3dd99aeb39d8fcf0f7da6f8,71.74
0x001f539e06683e7cd97d71fa212be65bb57d8888,71.74
0x001f56a17005af3901d86d763b1b2ccd9cceb718,71.74
0x001f66fed129d377230b15ec00221936cffbc888,71.74
0x001f85aa52bc71c0391dd2563fa39331275362e8,71.74
0x001f8aeb0c8070aa39dc3fe91f1f633ba1a75ea8,71.74
0x001f9df5327319af3387e998eaba2122c72120f8,71.74
0x001fc22eabdfb28fbaeeacc8c19f3ae7b01ce888,71.74
0x001fd59001f911d80a2c3b9f7ee672f5927a3888,71.74
0x001fd99044af0e172b2528bd3267eda0e98143fe,34.81
0x001fefd181d5e0fe8e7bad7369691b22b5be6098,71.74
0x001ff1c258209a6e33eaf850da4f9080386c0c3b,66.37
0x001ffc0efe8edeca825fd206b7a570838f6b2268,71.74
0x0020586b6e2a9a4e159d9f6003c6e10e6ed05066,50.52
0x0020a4936785524d67f5aeae2d00b9a88e96e7fa,67.88
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,68.79
0x0020e6ccc2e6b6bb985ae046cbe33a49bbb005a8,29.96
0x002153708f11f2651215059eea30820ee4d49ff3,71.63
0x002183113f3fedc5b494080954e5e8faeb070fd3,83.65
0x0021bb5a7d89ba72652dff2705154dcb6170f2a9,72.21
0x00227dd82fae1220bdac630297753bb2cb4e8ddd,74.81
0x00234cac4eca3a103a0d66415b319d3397521605,34.3
0x00236feeac26ef92552e3981096350d136084c64,67.94
0x002417ce6fd2452b5b7a9833ee2276e1cf096be8,79.96
0x0024247074be022ae6796be29c6eb93db5984a68,71.63
0x0025beb65f166a123738e5d1d532c29e4bbcbdfa,67.64
0x0025d2fb3dfb4a89944589a6e210fa81fd9d3a47,72.34
0x0026914210262825ceac1227963d4d903d4ddbe0,71.78
0x0026c6c5290c0ebdcaf1fb45221b3279894dc116,71.63
0x002962f2b25be5455ff66f875f95d1a86a2789d8,31.49
0x00299eeb14462605ace6b9bd0642e788b1ea8864,74.54
0x002a4bc133e686d9cfb846ac77f8bde0429cb439,71.63
0x002afa1e35ce85272aae5e0d7ab541dfd442b667,72.26
0x002bab9f20113702e1a10d7c25bc72b3547d6d73,74.96
0x002c70c2f374a2fc9df8fc6aac675227360055f2,41.68
0x002d80addbf86d69cd74fe09fc7024ec19db41d1,71.74
0x002d8e705f619e647bbaf7ccc074d71d5681ecb0,71.63
0x003086dc9709c18d610c7478a09cabeb22527abd,71.88
0x0030b9f1925408d79be83c7cecfffdbacb638e9b,75.63
0x00312530ff1bb75cb112cb1a5b3480eb09fc17de,34.16
0x0031f5f955e6b93a8ed0b3849c8f937bee85830c,44.58
0x0032311e56bc34efde20b408bb99d986eea1863a,70.65
0x0032d3bddf91d0af93ff26e209ede78b960e9c0f,25.63
0x0034ba512c1e255e04a13b5554787e10086a8e82,58.47
0x0034e8411d397c7377c06995565e61846d9af957,74.97
0x003626ab1a6ae0f0c4f5967a7f4f5eea3aa225ac,82.36
0x003680a8ba9beda0946c0fd2ee78b0119e9bfe31,44.85
0x00399286d466ebc3c38daf0152d475ecd68ced7f,72.78
0x003a85c562730b196f7cba202a2515f2ff855736,91.01
0x003aab6fbf1cedde9441350b70f7db586ae1bbb9,73.67
0x003baeee5975c044d99913feb507904111427a9c,72.05
0x003bea8b1514919fa0b1d6444591395a29572c89,72.39
0x003d241dee35670d9a432025f912edd0cc774581,51.08
0x003d6f20ac719355e78eb3a9c8b5acef02d60888,71.76
0x003e5bd70aa09b9ad03b14ab33825039f2a81efa,39.98
0x003fa4b61302290b61bf099087c4259c062d5640,79.93
0x0040a6a1a835a6265201a178a939b5b1749cd9ca,62.97
0x004397a3573c77bdf6c422314e88cc0a805a7e71,71.63
0x00444797ba158a7bdb8302e72da98dcbccef0fbc,29.99
0x0045803018b56a885da26745683c33e1c7c8aa63,33.9
0x0045f12e361280d855809f82e06fa47cbfc94ba5,48.21
0x0045f761859162744a2e99b448bf5c5dc578e38c,30.27
0x0049665f987361e8f2bee667acf9cea278163425,50.27
0x0049c5ac0da13b3e4640338c0b71b90cf03ae0c4,57.46
0x004a114d4b11a2bcda1560a046c2ba744c4f849a,34.37
0x004bc89c993edf80ef430c2132b77defbf5b611a,29.96
0x004bf1a3965edea59672e289d31a36ae7c5438a1,29.96
0x004c718103fed0bf75f2a02c3da7ea2332137fac,73.14
0x004ca129c71da487afd603bb123b12398a3c5a23,73.07
0x004d57f1d1d0fc2e23ab773db0e390585718092c,44.55
0x004e47e7d59e83607e2d1e6028fcb2d22a8ea362,69.26
0x004fa561f69c7a957706d3b084ea18c51a3fa58c,70.26
0x00501110f315e1ba669e625143d60e2d2e62c246,77.39
0x0050f3427e5388e9cc458e977bc3444faf015618,77.43
0x0050fbd63a58df5984c954e79c113a67dcf15e6e,71.65
0x0052c044b31fc22d9e99c6e0ca02371fdef31d2b,84.34
0x0052c9944419305aea1fef1ebafef85cf9e5d5a2,72.73
0x00559ff1da955c1942a6e5aa6d7844faa08dc539,60.9
0x0057443b58fefa9bfceada959bb6e1c15307ac52,39.4
0x00578886dd0e4b8a9bc23512b1607c847f359b83,72.0
0x0057c33af5d2689feb02e293d01133ea3640e140,70.21
0x0059bf9c9225ae8b5cf4604fea209c4701e170f0,36.93
0x0059efca9d24bf579ee0314e7bc2569674aa42e2,72.73
0x005a0368a2fd30c2afe1f099d8d41b74bd314936,65.78
0x005b0743d8b2ed646499dc48b64b95e71b8afa43,44.33
0x005db18115c8bcfc2ccaf49ac008e318731cb95f,55.19
0x005e512d4935d21a197c1149a2d093d2a0aac551,71.63
0x005f03eadae449c6d7f39a5976e38edb729cc301,71.63
0x005f16f017aa933bb41965b52848ceb8ee48b171,29.96
0x00606d2f2d71b032efa240b51b82be971000aa00,74.78
0x0060d26ee2e9f89aa48852d7aa75be10772b4aca,72.88
0x0061d942de81e9b002149fefd673a728362de171,80.97
0x006213c725348e9c51eae4cb017c5c31662a41e7,72.37
0x006239ca80415ad21d43a98dedc380b29e516bf3,29.96
0x00626cdf7e383067dfbd9a77fd712f78acc861ee,72.73
0x0062a2778e9ae57e23c58afec4df158b329ab24e,67.77
0x0062be8402c1edf166c230c7388d457b6db559a7,71.0
0x0063222ffc6624f36469f4eae016c7b2c9e77d85,71.64
0x0063766e849991774635afd8d9ad99d5f34502b1,73.57
0x0063961fd7c98fefd0271083df40eeb7d5ddf78e,29.96
0x0063cc4fd47eb0dc8cccc9947a80a27c606c5b1b,69.68
0x0063fff53f9e616b40b1ad62d7abccd8021c3bf5,72.83
0x00641ed1aae8a9700fd3fd4d899f2577d1ae6b22,71.84
0x00674a9e6b943e87a0c0397039893d4777f291fe,50.36
0x00680642adb56ea659d96a91e81099c43886f513,74.91
0x00681537d96c4f466f0489bf8d8b30e25339bdab,63.54
0x006845b0668f2e57dcc271716e15b30e0eced236,30.37
0x006981dcd503e8f7827692d87bb98a0d5a2d289e,73.04
0x006ad01bcad5e7a7cbf20e69400625d5a2e880a4,85.1
0x006b0646c7536d902d614952c679e2976d59943d,71.66
0x006b6c86e5c33bbc712fc986532c57a525faaed5,73.11
0x006b7958f9f31967a5f1ed063138b9f2a52c50a6,72.49
0x006c78f49620ef3881021c64fcbc9fe54cec57b7,70.91
0x006cdea96244276d4f43f5155c1196cbb5dfc1fd,72.75
0x006e369b800f3e6dcecb6c532f67f91726561a79,79.96
0x006e4d082359d878e6007614d497eac0f810fa91,76.29
0x007002f28d4f0c0826add84150b8a044eca3cf11,29.96
0x0070cf96139d72bf3a4de8881dba650cc099c380,78.59
0x0070e02389e4b6532d996cf49d9a29426c6f8a58,53.62
0x007198b150044ad812b186505de9e85acbcff4ca,73.01
0x00727368c99272e563f21bb5d42fefa44a145d16,71.63
0x0073b06d9a28c129159bf12ced06d2c217a500f0,41.08
0x0073fb840b180776b6aec1a4af633c70ef40a5d3,56.42
0x00740648c7c78b19d4524adae668e756cfb22f8a,70.03
0x007591461018b01fd436f4599ee40d77f329fe67,62.85
0x0076256425954d097a4003fa46d731f895cfa829,71.63
0x0076812635dd5acc88444bf4d6ff70b1b95ed79c,34.2
0x0078c86e12186e2de1ff6fef5f1ada2bffde4ea5,29.96
0x0078e4621aa1d25fa3645fe9780af79284a9b3bb,71.7
0x007992a5e950300b795b1783297151c21c503ab6,71.63
0x007abdd190137f614701a6216fd703329afbcdf1,71.63
0x007d76eec0ba411ce873a8819df50dd443d967a0,72.46
0x007d9f73473f4c3603a38255af7ddef996f38f90,79.96
0x007f0a76ec28479297028df3efb1eccb9607e298,29.33
0x007f9cce9dee3f2bbee01aa0d9b4e7c37373ba33,69.47
0x0080a405485ae26259a844e1c3ac5870f762ba60,30.91
0x008176bcf673fec95342f95d0386878316c47d0c,71.63
0x00829028eb6670373485e6d10de667a84b75aebe,29.96
0x0082f3ad656905cfd7a773f2aff72cc125940e12,73.45
0x0083162588826b5aff7166702c2c441250cd3d78,80.09
0x00837120cdda092bfaaf021920dc62e1565b9be3,31.23
0x008480d814a36fee1c3ed647bd9a2b057be7f6aa,76.55
0x0084ece99c92affc057a12a6c59f00a499769c78,51.95
0x0085cc4d9ce979174819da928d0b07979c9a9846,29.96
0x00867d17a0bb86ec2f8ae8d9451e350d58a20eb5,29.96
0x00867e68f17fc177608f0abfb81ba47f843fcc83,42.35
0x0087188d27ac73b715ad38dff9b99554861a2b55,71.65
0x0087b1c63df5f33d3c7b5b3839049e340afb732a,29.96
0x0087fb5367d680170916c350d1b5bba973f60397,72.48
0x00896485a15c549aa6948c7430bef1f02f752300,74.14
0x008978c5ae691d5364faf74d00813f95177594f8,52.08
0x0089da2b5820383ab936bfacc2d3e4e0d755c4b9,29.96
0x008a8358e712c24ccb799a015a21b674a42b1047,29.96
0x008d63fab8179ee0ae2082bb57c72ed0c61f990f,71.72
0x008da3f3934e1110a0332df3caf0e9f08fd14a27,71.95
0x008e5d9ea233dfb9ab48098d6e98e14374030c15,73.4
0x008e6f88ae8c3dfbcc51b0f5064877b4a322ebd9,77.51
0x008f1ec607a15dd4748074cccaa88413cb0ec4e1,8.66
0x008f9cf207a5b0f69c759f5eb0548db102a8cdac,65.57
0x008feab2ebcd5f22df6c663562e6d599ba116cb5,29.96
0x0090ca3ace1edb6fc2f95bf648a3b6188b36cb24,47.55
0x00917c372fa5e0c7fe8ecc04ceea2670e18d3786,47.35
0x00940ce784f3ec16faf5a51d48fb517cf32d6f53,79.55
0x009606ac54990c5def5088abee6efc564a2c2af9,71.66
0x0096d4906508ab471738d2565be1852d6460a394,29.18
0x00979a7fd08b8fdd2ff77c94e815ffa1e428f911,29.96
0x0099272f94c37c3d9a90bd1b076202560ff252f2,73.67
0x0099681772133dc7eb903e24230022392646b66e,71.92
0x0099bc0d70be8e3881699514b6c44581dce2f7d4,29.96
0x0099e3ed0cba9842619cc522ce4ce0e45a9f823d,59.75
0x009a1efb861194317d42b964defe639d34db7bd1,29.96
0x009ae54bf26fccaa4c5a1443ebded3e472849371,78.68
0x009b298370b5dceaaadd0b34b79763f1e0dd0616,72.03
0x009b2caf3a2f6c891c51263b307fc7612f1c7d8b,72.4
0x009c69b6e6efc580294339eaf4db95d51abb6cf1,71.75
0x009d13e9bec94bf16791098ce4e5c168d27a9f07,85.27
0x009dd914d3942800e51a22d781a91abb0efd049b,35.57
0x009dfe49b11e28c97cf03da2cd8d204c984ba199,72.51
0x009e0477862556eb342aece8d21b66b679351312,71.63
0x009ea4ee8dda80c8ad2fe2a7cf3ff874dd95e00e,32.05
0x009f03e93125cb78b3067d144a1ed2a521d4d6c3,72.08
0x009ff94a057c75f661e3e28f89b9b9d84e57fc67,40.16
0x00a0cce066bad3322f596e4a17c0caa9bc08a170,56.7
0x00a16d2572573dc9e26e2d267f2270cddac9218b,51.89
0x00a27ba5807e994fba8c3f9f784c1add757623bd,29.96
0x00a2913501c4b09b92b825dc8a2937efdad9953b,76.21
0x00a32f9ef34336420c1638cbdecf71f508cb4ea3,33.86
0x00a35c9b94d849ea35ec37e4fd2ec47b391beaba,29.96
0x00a36bf34c91e0f240b287fa1fb510a0b0479ff9,58.23
0x00a5c28b5945236c51b028ef38e49161781bbc07,73.22
0x00a63087446564108e0df27f5c26bbfa886b98cd,71.63
0x00a66cece2e5f01b1c21b6172f8e93fcbcbefad6,71.75
0x00a67f73a9ffc0fd02d118631cb2f061e0b15888,71.76
0x00a6da9e9e6fb60d3fa937bd95209471199b87c1,71.66
0x00a6e23a4311bf49e1b6913504d92744a7f6a231,71.59
0x00a9b55bd217d9a5aed85c59613f3a0f80463945,69.69
0x00aa0268436a11b4812c9c4444cf9f41e16c0fa3,72.51
0x00abb70dcc20755466c7e9aa347e145d976c7218,48.14
0x00aea89ac9db35af8f80c5bdf8fe9572674ed800,47.9
0x00b09f79228ef82d5925669ab94d6188df24e085,74.24
0x00b0a6e06a98d3dc2cb4f957c1f415ffdccb770e,35.13
0x00b0ac0276316435fa67fb05811a63e0ab3dfc0a,45.49
0x00b0e4f22f77424399dd416d155121322516d19a,71.74
0x00b319424eee7498061042dec5938bf450c37ead,79.96
0x00b4c39905c6b6f6604097b97ae153c3f1b217c7,71.89
0x00b4f2c43675f4d818b1019dde4336cd978f6361,61.57
0x00b58770b74675042f38154388722eab77ad3f97,70.77
0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd,72.29
0x00b60ccd6e6433bba61d615dc9625f82aea80d51,76.98
0x00b7c247e9807c207785dc08419f7b7dbd14b0aa,64.79
0x00b7d5cec8d8304c416937a6ba4ed8d5c21187d9,29.96
0x00b885b79e8b9c6982992587171adad1bd766888,71.76
0x00b9205a690d6335a91ca32014cb39a974747156,75.15
0x00ba5d4e1a269121749ea81e9b1addd350bff33d,29.96
0x00bc0aa26d3601c8211e5b19a5ab9f793d3ac458,72.6
0x00bcca47023d80fb13739e29df6733f9c5c221b5,60.5
0x00bdeecd2d5b168b0c3ca345d8e3c1b474a379c8,74.94
0x00be4654036cc2bd8ff6f49bc5e8165666de1b01,51.75
0x00be5e3455a049458e361dd4d0e7d800bcf9c4c5,71.72
0x00befe06de0ac97fa39c402905d0c4cab565fd4e,71.7
0x00bf8040a2ce977dd114005c892fb20c33b82b7f,29.96
0x00c04ae980a41825fcb505797d394090295b5813,75.26
0x00c18f9a048a52828c156ec71b76fae4d80b6d87,79.32
0x00c28f5b32eab52ed5eb0568eb040aa33d01ba85,75.38
0x00c4168dd6736e9850f50af8f3b6b5c113107e1a,85.12
0x00c7650bfa0730555908c98d6ee27adbda449a85,71.63
0x00c86e250c3770fccb10dddfda2fbfb5ce3b9acd,70.83
0x00cbd41d8eb4d2efb51e62ba856312f8cbb8ba98,67.53
0x00cd209a11c4fcaa3c3ddb5eef1c0f1209003a35,56.7
0x00cdb261df944648b054e0dc669fa4402adb3f9b,71.64
0x00ce93832b0c878d21ee78cbe27ad3e6574bba7a,71.93
0x00cedaa3103ca77285623a5ea4a6b7dd154edcdd,84.68
0x00d156692cb6d5020556fa34efae7210f364d0f2,29.96
0x00d1660db4a44df031d0a4cc58b40d93e5571f20,72.92
0x00d29fbc981d05edba69bc0909e391a132271357,71.63
0x00d3133dcacaf0480fcebcc8c50ebb66923d2b18,71.66
0x00d3616e6ceb7e33605e12530f2d58dc806372ec,51.02
0x00d48aed2f7ff7b5248457327a23bc5bed771d5a,71.77
0x00d4c6a4ae009d24f7a63f7150375d56f6947ca9,71.79
0x00d56c5f5b4c68be83cc6943dc2a9918978a83c1,29.96
0x00d5ccb6b2edcc79de84b93b456e6986dc8426da,72.05
0x00d69eaf25a939a2e8db6238c9ea055ca9633571,29.96
0x00d69ef746ae701cc3aa228c08b6cc2367e8433b,74.85
0x00d6c72a127c5ba50d81b2b8fb2461263c07698e,67.17
0x00d798fc805f78fceaf81c029cd805a50377f9a5,34.31
0x00d7a9283f2f29351be87298bbf57577b343943b,73.79
0x00d7cce4fa3453b75c9e6864af55f74dca63cf61,74.48
0x00d83c9211fb4ae1ff092943bcc7b8630c6e5207,30.41
0x00dad9dd4f5b889d89260a9079397341ddb1b8ce,63.98
0x00dae344e4b63187621f487bc6b786273f38a36a,71.99
0x00dafa51c37f41f6763f5e52cb029fc23c95e03d,29.96
0x00db9d455404b9288a453ac90f6d8ead51f2e32c,29.96
0x00dbcc59e6bb596cf2a1cff9326c5f80618875c3,44.51
0x00dbed6902e94617313bca039fd8e4d4b8fcdddb,54.51
0x00dcb0f4d625ca40a0f0cd2f45bbdbd343198793,80.34
0x00dcf1385f9aff7e25c1ec5daad4b9a5768fe5ea,50.61
0x00ddf4701e353f4ab31ffbcf670cc444f52d9362,62.1
0x00dee744da3ccb699c26fad835fcde92aa6c99d7,72.21
0x00e14bea17f4e951fb695c52a66b3429da55a117,72.76
0x00e286b5256aa6cf252d5a8a5a7b8c20ec3bc4d5,71.71
0x00e298b0e01121b7d5ec6b2722553a33cf796e2c,29.96
0x00e3d8d5eca1aacb45af67c9ce9d4534285f5459,65.14
0x00e50a03de847c196b6f603afe5135f64198295f,71.96
0x00e5d909e6c7dd606a18345dfe6afc6d25e68547,73.41
0x00e6cac649eca03b27d8ce5ad283e5b15ff150e5,51.62
